start_year,buy_day,years,dca_cagr,dca_final,dca_maxdd,drop_pct,hyb_cagr,hyb_final,hyb_maxdd,hyb_events,diff_cagr,winner
2010,20,15.756331279945243,0.07100486562576003,559960.5864033403,0.3324708358517002,0.1,0.06894331180583402,543216.6108165962,0.32925552883739584,8,-0.0020615538199260097,DCA
2010,20,15.756331279945243,0.07100486562576003,559960.5864033403,0.3324708358517002,0.15,0.06881577020125174,542196.2751559556,0.3272706603009885,6,-0.0021890954245082916,DCA
2010,20,15.756331279945243,0.07100486562576003,559960.5864033403,0.3324708358517002,0.2,0.06587278698063392,519144.9771503506,0.23928376711080537,2,-0.005132078645126104,DCA
2010,20,15.756331279945243,0.07100486562576003,559960.5864033403,0.3324708358517002,0.25,0.06625551078122749,522089.9059268316,0.23928376711080537,2,-0.004749354844532538,DCA
2010,20,15.756331279945243,0.07100486562576003,559960.5864033403,0.3324708358517002,0.3,0.06666193918216146,525234.3579298074,0.22030081826609327,1,-0.0043429264435985715,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.05,0.06966308386459175,549008.5949802723,0.3353328074699321,20,-0.0013745225108428016,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.1,0.06884338591205763,542417.0490914962,0.33281144691262543,8,-0.002194220463376917,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.15,0.06880766047750919,542131.4579169721,0.33070283750046964,6,-0.002229945897925356,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.2,0.0658777760199778,519183.26582316466,0.24224684025343063,2,-0.0051598303554567515,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.25,0.06626031636114571,522126.9824803424,0.24224684025343063,2,-0.0047772900142888375,DCA
2010,25,15.756331279945243,0.07103760637543455,560230.3651277993,0.33612325973995427,0.3,0.06655470402937236,524402.9838174436,0.2198195901927372,1,-0.00448290234606219,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.05,0.06958208848699243,548353.9514814535,0.33459666341909644,20,-0.0013237714242111398,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.1,0.06873029143456244,541513.4480050456,0.3321439425312975,8,-0.002175568476641132,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.15,0.06873208911013373,541527.8000219578,0.33059801132919997,6,-0.002173770801069841,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.2,0.06579978452985946,518585.01796326373,0.24202073573133775,2,-0.005106075381344111,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.25,0.06618264976769228,521528.0624124839,0.24202073573133775,2,-0.004723210143511292,DCA
2010,28,15.756331279945243,0.07090585991120357,559145.5346330501,0.3359321796832289,0.3,0.06647726419309552,523803.3737619403,0.21983878279844288,1,-0.004428595718108053,DCA
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.05,0.06996533973406271,269174.9239589832,0.3270668040718187,12,-0.0031248611602361365,DCA
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.1,0.0698598119102043,268889.33880884154,0.3208442991526411,6,-0.0032303889840945565,DCA
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.15,0.07268467119766986,276629.69242092216,0.31734606068357013,4,-0.0004055296966289923,DCA
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.2,0.07283151461780624,277037.52719080163,0.2229947831567088,2,-0.00025868627649261455,DCA
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.25,0.07374606135310646,279589.8386557943,0.2229947831567088,2,0.0006558604588076111,HYBRID
2015,1,10.76249144421629,0.07309020089429885,277757.3150343662,0.3309236211334253,0.3,0.07192660308546439,274532.925577515,0.1922691608519632,1,-0.00116359780883446,DCA
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.05,0.06980503221630019,268741.1994066359,0.3269658272510076,12,-0.0030806503102838168,DCA
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.1,0.06973975838039159,268564.7776150376,0.3207405256165375,6,-0.0031459241461924137,DCA
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.15,0.07251117434605425,276148.5337800994,0.3172417532843291,4,-0.00037450818052975343,DCA
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.2,0.07271369206171552,276710.25015289185,0.2228288739538954,2,-0.0001719904648684878,DCA
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.25,0.07362893616075139,279261.7798438742,0.2228288739538954,2,0.0007432536341673845,HYBRID
2015,5,10.76249144421629,0.072885682526584,277188.10778471356,0.3307305386524248,0.3,0.07180818835928449,274206.7031971396,0.19208699728395773,1,-0.0010774941672995197,DCA
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.05,0.06957931748206403,268131.5851448567,0.32640401110597794,12,-0.0031250164397220725,DCA
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.1,0.06962840748725396,268264.061440197,0.3205240291923678,6,-0.003075926434532139,DCA
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.15,0.07223861020422717,275394.16487657843,0.31593626958525756,4,-0.00046572371755893016,DCA
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.2,0.07260241255422395,276401.4698866526,0.22259356378015244,2,-0.0001019213675621522,DCA
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.25,0.07351820027604394,278951.9381533103,0.22259356378015244,2,0.0008138663542578417,HYBRID
2015,10,10.76249144421629,0.0727043339217861,276684.2709821934,0.3303084611085428,0.3,0.07169632593120556,273898.8548548263,0.19185262569043357,1,-0.0010080079905805395,DCA
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.05,0.06950195173099138,267922.9232189221,0.32542780462937576,12,-0.003092120835620271,DCA
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.1,0.06951485014713432,267957.7010954959,0.31954458650015966,6,-0.0030792224194773343,DCA
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.15,0.07216267987137703,275184.3475735766,0.3149624622196124,4,-0.00043139269523462254,DCA
2015,15,10.76249144421629,0.07259407256661166,276378.3405423836,0.3284205383378182,0.2,0.07225919918209112,275451.08313520276,0.2207473195722382,2,-0.00033487338452053983,DCA
